2021;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;0;0;0;0;0;3578.4;0;0;0;114.0147814;13000.73873;981.1731611;67.99717697;4.268661712;19.79332423;47.0496277;264.2235685;0;0;0;0;0;0;18077.65903;2643.941828;15433.7172
COilFFuelExDies;0;51725.52132;936.7159009;0;38503.17682;1228.981732;1.825199165;4.954886699;28.97763778;1443.124132;158.9504314;1413.006838;4537.983219;55.77420508;258.6189769;333.639228;1015.738611;6797.434561;618.0621965;24913.92442;0;0;105071.1383;239047.5487;214548.0821;24499.46655
NaturalGas;0;15787.99732;6925.182796;0;1631.512537;5299.024883;0;0;0;1.647484874;465.1139148;257.6996344;862.9784893;61.00997062;282.8966574;346.9112146;1766.002181;687.0093341;65.22904455;262.2157887;0;0;0;34702.43125;28195.71695;6506.714299
Allbiofuel;0;0;0;1823.540649;0;2422.033677;191.6871806;520.3751348;3043.307159;290.9501974;3165.324766;12.49870955;64.74884253;402.7570072;1867.540829;9732.942828;3209.688133;5643.53814;173.1933908;15859.00238;0;0;0;48423.12903;48423.12903;0
Diesel;0;0;0;0;0;0;321.3511701;872.3752831;5101.907772;52.22101859;35.22155458;9.326598514;17.49967742;41.54541731;192.6416218;188.4863748;540.6038636;36411.55872;34.753995;0;0;0;0;43819.49306;34382.37302;9437.120043
Electricity;0;1258.426527;0.000518456;653.4727866;148.6288036;11291.52942;136.7556471;371.2519431;2171.190783;542.5079383;2328.707773;2617.66324;1850.376946;436.0987497;2022.142894;2167.633304;6354.421512;211.631739;12962.88732;13212.82839;0;0;0;60738.15624;58678.80264;2059.353602
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278732.6248;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8796.032487;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372224.9605;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63500.13545;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55625.32317;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21636.91636;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271654.4111;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12660.485;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006276.755;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38525.84042;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868428.217;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492878.091;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6064392.299;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
