Row;Trade_Balance;DataAccount;-;-
Row;GOS_byAgent;DataAccount;H_Income;-
Row;NetCompWages_byAgent;DataAccount;H_Income;-
Row;InsuranceContrib_byAgent;DataAccount;-;-
Row;Production_Tax_byAgent;DataAccount;-;-
Row;Energ_Tax_byAgent;DataAccount;-;-
Row;Carbon_Tax_byAgent;DataAccount;-;-
Row;OtherIndirTax_byAgent;DataAccount;-;-
Row;VA_Tax_byAgent;DataAccount;-;-
Row;Property_income;DataAccount;H_Income;-
Row;Unemployment_transfers;DataAccount;H_Income;-
Row;Pensions;DataAccount;H_Income;-
Row;Other_social_transfers;DataAccount;H_Income;-
Row;ClimPolicyCompens;DataAccount;H_Income;-
Row;Other_Transfers;DataAccount;H_Income;-
Row;Income_Tax;DataAccount;H_Tax;-
Row;Corporate_Tax;DataAccount;-;-
Row;Other_Direct_Tax;DataAccount;H_Tax;-
Row;Disposable_Income;DataAccount;-;-
Row;FC_byAgent;DataAccount;H_Expenditures;-
Row;GFCF_byAgent;DataAccount;H_Expenditures;-
Row;Tot_FC_byAgent;DataAccount;-;-
Row;NetLending;DataAccount;-;-
Row;NetFinancialDebt;DataAccount;-;-
Column;Corporations;Corporations;DomesticAgents;InstitAgents
Column;Government;Government;DomesticAgents;InstitAgents
Column;Households;Households;DomesticAgents;InstitAgents
Column;RestOfWorld;RestOfWorld;-;InstitAgents
